id_fibra,classe,file,durata_s,rms_dbfs,picco_dbfs,crest_db,clipping_pct,baricentro_hz,banda_spettrale_hz,flatness_spettrale,rolloff_85_hz,rolloff_95_hz,picco_spettrale_hz,energia_bassa_pct,energia_media_pct,energia_alta_pct,kurtosis,skewness,zero_crossing_rate_hz
fibra1,MOTORE,campione_1785917804810.wav,5.0,-7.142894987145677,8.685890352395823e-09,7.1428949958315675,0.015,5999.995525770355,4483.637637760416,0.06688355332362861,11901.2,12000.0,98.80000000000001,41.349796147374825,6.494473431239814,52.15573042138535,0.22494079559355296,-0.08765302992509413,3797.2
fibra1,MOTOREa5M,campione_1785918203242.wav,5.0,-23.297405605541094,-11.51262541007446,11.784780195466634,0.0,5999.693343411634,4496.292124111296,0.0028762394448657415,11950.6,11950.6,49.400000000000006,49.590344436512325,0.1794341303439802,50.230221433143704,2.1422267593828774,-1.2459588081460065,279.2
fibra1,MOTOREa5M,campione_1785918208359.wav,5.0,-23.33086703307761,-10.303788699801695,13.027078333275915,0.0,5999.5712397548095,4599.132131434409,0.003125292789043235,11950.6,11950.6,49.400000000000006,49.55458271381754,0.20476084543189382,50.24065644075054,2.2391982559799315,-1.2519328829601608,312.4
fibra1,MOTOREa5M,campione_1785918213233.wav,5.0,-23.346264367215134,-11.019091877205991,12.327172490009144,0.0,5999.69599186254,4505.099723030017,0.003372241348455087,11950.6,11950.6,49.400000000000006,49.50198210495854,0.23326541310004076,50.264752481941414,2.2133922267042525,-1.2261280210856784,349.2
fibra1,MOTOREa5M,campione_1785918218310.wav,5.0,-23.254282695073094,-10.472077597295076,12.782205097778018,0.0,5999.662739898143,4506.008334089096,0.0031905381543291295,11950.6,11950.6,49.400000000000006,49.52146818677996,0.21838941189789346,50.260142401322135,2.3009983976725454,-1.2453902490083473,382.4
fibra1,MOTOREa5M,campione_1785918223386.wav,5.0,-23.233924328112106,-11.117677735196727,12.11624659291538,0.0,5999.588187531081,4544.059852549603,0.0026694163878757367,11950.6,11950.6,49.400000000000006,49.618746757634845,0.16713930646918074,50.214113935895966,2.241808585705413,-1.217660387621829,348.4
fibra1,MOTOREa5M,campione_1785918228303.wav,5.0,-23.259694972531506,-10.746301721297005,12.5133932512345,0.0,5999.632223529713,4514.230192660679,0.0029265824284255585,11950.6,11950.6,49.400000000000006,49.571693774065025,0.19234021925256495,50.235966006682396,2.2903705910833665,-1.2349204972785974,364.0
fibra1,MOTOREa5M,campione_1785918233382.wav,5.0,-23.232328633703062,-10.718031175278156,12.514297458424906,0.0,5999.6248765636565,4512.30397862559,0.0032950319140630105,11950.6,11950.6,49.400000000000006,49.51051684976325,0.23373794645168292,50.25574520378506,2.33984919691272,-1.2459920058648981,360.0
fibra1,MOTOREa5M,campione_1785918238294.wav,5.0,-23.206359892182448,-11.021920082453915,12.184439809728532,0.0,5999.605529628653,4516.2302255843315,0.0033000800907859304,11950.6,11950.6,49.400000000000006,49.50193632863263,0.2410068310217752,50.25705684034559,2.2137171177495176,-1.2061328748439728,374.0
fibra1,MOTOREa5M,campione_1785918243383.wav,5.0,-23.216676129055422,-10.848289855170613,12.36838627388481,0.0,5999.692162654097,4514.749042830751,0.002700752459941721,11950.6,11950.6,49.400000000000006,49.60867839951777,0.1716169082734068,50.21970469220883,2.3021117909051725,-1.2353015782248373,366.2
fibra1,MOTOREa5M,campione_1785918248471.wav,5.0,-23.1939819091926,-11.037963996758737,12.156017912433864,0.0,5999.577703600337,4514.9896981597485,0.002723863313841504,11950.6,11950.6,49.400000000000006,49.61013085141217,0.17189256189550323,50.217976586692316,2.271331355401615,-1.2476065162504804,361.8
